row,Peak.Nr,Identifier1,Identifier2,type,Analysis,rArea44,Area44,d13Craw,d18Oraw,Date,Time,mass
21,10,MB140527.CR.SPT.60cm.CN,,sample,5163,45045,45.045,-4.02,32.035,6/28/17,,261
21,11,MB140527.CR.SPT.60cm.CN,,sample,5163,43192,43.192,-4.051,32.019,6/28/17,,261
21,12,MB140527.CR.SPT.60cm.CN,,sample,5163,41493,41.493,-4.025,32.015,6/28/17,,261
21,13,MB140527.CR.SPT.60cm.CN,,sample,5163,39817,39.817,-4.054,32.048,6/28/17,,261
21,14,MB140527.CR.SPT.60cm.CN,,sample,5163,38225,38.225,-4.038,32.047,6/28/17,,261
21,15,MB140527.CR.SPT.60cm.CN,,sample,5163,36784,36.784,-4.027,31.978,6/28/17,,261
22,1,HIS,,drift.std,5164,95513,95.513,-11.159,34.202,6/28/17,,91
22,2,HIS,,drift.std,5164,95791,95.791,-11.156,34.192,6/28/17,,91
22,3,HIS,,drift.std,5164,95801,95.801,-11.119,34.197,6/28/17,,91
22,4,HIS,,drift.std,5164,95787,95.787,-11.17,34.159,6/28/17,,91
22,5,HIS,,drift.std,5164,5347,5.347,-4.442,21.068,6/28/17,,91
22,6,HIS,,drift.std,5164,25215,25.215,-4.605,20.117,6/28/17,,91
22,7,HIS,,drift.std,5164,24369,24.369,-4.608,20.164,6/28/17,,91
22,8,HIS,,drift.std,5164,23476,23.476,-4.621,20.137,6/28/17,,91
22,9,HIS,,drift.std,5164,22564,22.564,-4.655,20.136,6/28/17,,91
22,10,HIS,,drift.std,5164,21648,21.648,-4.621,20.215,6/28/17,,91
22,11,HIS,,drift.std,5164,20781,20.781,-4.606,20.14,6/28/17,,91
22,12,HIS,,drift.std,5164,19952,19.952,-4.614,20.185,6/28/17,,91
22,13,HIS,,drift.std,5164,19200,19.2,-4.532,20.058,6/28/17,,91
22,14,HIS,,drift.std,5164,18439,18.439,-4.655,20.104,6/28/17,,91
22,15,HIS,,drift.std,5164,17700,17.7,-4.576,20.134,6/28/17,,91
23,1,CU YULE,,mon.std,5165,95073,95.073,-11.126,34.226,6/28/17,,97
23,2,CU YULE,,mon.std,5165,95580,95.58,-11.156,34.192,6/28/17,,97
23,3,CU YULE,,mon.std,5165,95427,95.427,-11.156,34.214,6/28/17,,97
23,4,CU YULE,,mon.std,5165,95765,95.765,-11.182,34.183,6/28/17,,97
23,5,CU YULE,,mon.std,5165,5658,5.658,-2.668,35.319,6/28/17,,97
23,6,CU YULE,,mon.std,5165,26832,26.832,-2.959,33.373,6/28/17,,97
23,7,CU YULE,,mon.std,5165,25961,25.961,-2.967,33.414,6/28/17,,97
23,8,CU YULE,,mon.std,5165,25016,25.016,-2.96,33.323,6/28/17,,97
23,9,CU YULE,,mon.std,5165,24104,24.104,-2.986,33.366,6/28/17,,97
23,10,CU YULE,,mon.std,5165,23141,23.141,-2.994,33.381,6/28/17,,97
23,11,CU YULE,,mon.std,5165,22290,22.29,-2.95,33.36,6/28/17,,97
23,12,CU YULE,,mon.std,5165,21415,21.415,-2.985,33.342,6/28/17,,97
23,13,CU YULE,,mon.std,5165,20606,20.606,-3.071,33.305,6/28/17,,97
23,14,CU YULE,,mon.std,5165,19807,19.807,-2.989,33.312,6/28/17,,97
23,15,CU YULE,,mon.std,5165,19009,19.009,-2.977,33.362,6/28/17,,97
24,1,MB140527.CR.SPT.75cm.CN,,sample,5166,95172,95.172,-11.13,34.25,6/28/17,,187
24,2,MB140527.CR.SPT.75cm.CN,,sample,5166,95469,95.469,-11.156,34.192,6/28/17,,187
24,3,MB140527.CR.SPT.75cm.CN,,sample,5166,95444,95.444,-11.178,34.202,6/28/17,,187
24,4,MB140527.CR.SPT.75cm.CN,,sample,5166,95523,95.523,-11.19,34.168,6/28/17,,187
24,5,MB140527.CR.SPT.75cm.CN,,sample,5166,7614,7.614,-3.182,32.91,6/28/17,,187
24,6,MB140527.CR.SPT.75cm.CN,,sample,5166,36510,36.51,-3.342,31.952,6/28/17,,187
24,7,MB140527.CR.SPT.75cm.CN,,sample,5166,35386,35.386,-3.346,31.944,6/28/17,,187
24,8,MB140527.CR.SPT.75cm.CN,,sample,5166,36116,36.116,-3.353,31.83,6/28/17,,187
24,9,MB140527.CR.SPT.75cm.CN,,sample,5166,32818,32.818,-3.382,31.875,6/28/17,,187
24,10,MB140527.CR.SPT.75cm.CN,,sample,5166,31560,31.56,-3.406,31.857,6/28/17,,187
24,11,MB140527.CR.SPT.75cm.CN,,sample,5166,30338,30.338,-3.381,31.838,6/28/17,,187
24,12,MB140527.CR.SPT.75cm.CN,,sample,5166,29161,29.161,-3.362,31.832,6/28/17,,187
24,13,MB140527.CR.SPT.75cm.CN,,sample,5166,27995,27.995,-3.37,31.815,6/28/17,,187
24,14,MB140527.CR.SPT.75cm.CN,,sample,5166,26883,26.883,-3.361,31.84,6/28/17,,187
24,15,MB140527.CR.SPT.75cm.CN,,sample,5166,25816,25.816,-3.317,31.826,6/28/17,,187
25,1,MB140527.CR.SPT.35cm.CN,,sample,5167,95191,95.191,-11.147,34.219,6/28/17,,166
25,2,MB140527.CR.SPT.35cm.CN,,sample,5167,95415,95.415,-11.156,34.192,6/28/17,,166
25,3,MB140527.CR.SPT.35cm.CN,,sample,5167,95270,95.27,-11.161,34.184,6/28/17,,166
25,4,MB140527.CR.SPT.35cm.CN,,sample,5167,95766,95.766,-11.172,34.174,6/28/17,,166
25,5,MB140527.CR.SPT.35cm.CN,,sample,5167,6611,6.611,-2.979,33.311,6/28/17,,166
25,6,MB140527.CR.SPT.35cm.CN,,sample,5167,29221,29.221,-3.301,31.911,6/28/17,,166
25,7,MB140527.CR.SPT.35cm.CN,,sample,5167,28301,28.301,-3.285,31.889,6/28/17,,166
25,8,MB140527.CR.SPT.35cm.CN,,sample,5167,27270,27.27,-3.258,31.845,6/28/17,,166
25,9,MB140527.CR.SPT.35cm.CN,,sample,5167,26201,26.201,-3.244,31.846,6/28/17,,166
25,10,MB140527.CR.SPT.35cm.CN,,sample,5167,25190,25.19,-3.274,31.864,6/28/17,,166
25,11,MB140527.CR.SPT.35cm.CN,,sample,5167,24180,24.18,-3.236,31.884,6/28/17,,166
25,12,MB140527.CR.SPT.35cm.CN,,sample,5167,23234,23.234,-3.249,31.893,6/28/17,,166
25,13,MB140527.CR.SPT.35cm.CN,,sample,5167,22322,22.322,-3.258,31.86,6/28/17,,166
25,14,MB140527.CR.SPT.35cm.CN,,sample,5167,21454,21.454,-3.189,31.865,6/28/17,,166
25,15,MB140527.CR.SPT.35cm.CN,,sample,5167,20590,20.59,-3.213,31.849,6/28/17,,166
26,1,MB140527.CR.SPT.85cm.CN,,sample,5168,95199,95.199,-11.128,34.2,6/28/17,,168
26,2,MB140527.CR.SPT.85cm.CN,,sample,5168,95406,95.406,-11.156,34.192,6/28/17,,168
26,3,MB140527.CR.SPT.85cm.CN,,sample,5168,95554,95.554,-11.16,34.159,6/28/17,,168
26,4,MB140527.CR.SPT.85cm.CN,,sample,5168,95424,95.424,-11.177,34.19,6/28/17,,168
26,5,MB140527.CR.SPT.85cm.CN,,sample,5168,7735,7.735,-1.328,33.442,6/28/17,,168
26,6,MB140527.CR.SPT.85cm.CN,,sample,5168,33696,33.696,-1.566,32.741,6/28/17,,168
26,7,MB140527.CR.SPT.85cm.CN,,sample,5168,32569,32.569,-1.596,32.761,6/28/17,,168
26,8,MB140527.CR.SPT.85cm.CN,,sample,5168,31418,31.418,-1.569,32.758,6/28/17,,168
26,9,MB140527.CR.SPT.85cm.CN,,sample,5168,30215,30.215,-1.549,32.76,6/28/17,,168
26,10,MB140527.CR.SPT.85cm.CN,,sample,5168,29060,29.06,-1.548,32.78,6/28/17,,168
26,11,MB140527.CR.SPT.85cm.CN,,sample,5168,27941,27.941,-1.592,32.719,6/28/17,,168
26,12,MB140527.CR.SPT.85cm.CN,,sample,5168,26876,26.876,-1.535,32.681,6/28/17,,168
26,13,MB140527.CR.SPT.85cm.CN,,sample,5168,25852,25.852,-1.545,32.659,6/28/17,,168
26,14,MB140527.CR.SPT.85cm.CN,,sample,5168,24842,24.842,-1.527,32.67,6/28/17,,168
26,15,MB140527.CR.SPT.85cm.CN,,sample,5168,23845,23.845,-1.488,32.664,6/28/17,,168
27,1,MB140527.CR.SPT.45cm.CN,,sample,5169,95391,95.391,-11.107,34.224,6/28/17,,181
27,2,MB140527.CR.SPT.45cm.CN,,sample,5169,95579,95.579,-11.156,34.192,6/28/17,,181
27,3,MB140527.CR.SPT.45cm.CN,,sample,5169,95255,95.255,-11.155,34.208,6/28/17,,181
27,4,MB140527.CR.SPT.45cm.CN,,sample,5169,95355,95.355,-11.161,34.191,6/28/17,,181
27,5,MB140527.CR.SPT.45cm.CN,,sample,5169,8304,8.304,-2.85,33.205,6/28/17,,181
27,6,MB140527.CR.SPT.45cm.CN,,sample,5169,31204,31.204,-3.001,32,6/28/17,,181
27,7,MB140527.CR.SPT.45cm.CN,,sample,5169,30191,30.191,-3.02,32.054,6/28/17,,181
27,8,MB140527.CR.SPT.45cm.CN,,sample,5169,29100,29.1,-3.017,32.05,6/28/17,,181
27,9,MB140527.CR.SPT.45cm.CN,,sample,5169,27994,27.994,-3.022,32.085,6/28/17,,181
27,10,MB140527.CR.SPT.45cm.CN,,sample,5169,26918,26.918,-3.006,32.066,6/28/17,,181
27,11,MB140527.CR.SPT.45cm.CN,,sample,5169,25874,25.874,-3.037,31.993,6/28/17,,181
27,12,MB140527.CR.SPT.45cm.CN,,sample,5169,24885,24.885,-3.059,31.979,6/28/17,,181
27,13,MB140527.CR.SPT.45cm.CN,,sample,5169,23946,23.946,-2.977,31.935,6/28/17,,181
27,14,MB140527.CR.SPT.45cm.CN,,sample,5169,22996,22.996,-3.006,31.93,6/28/17,,181
27,15,MB140527.CR.SPT.45cm.CN,,sample,5169,22093,22.093,-2.949,31.995,6/28/17,,181
28,1,MB140527.CR.SPT.60cm.CN,,sample,5170,95027,95.027,-11.157,34.209,6/28/17,,286
28,2,MB140527.CR.SPT.60cm.CN,,sample,5170,95630,95.63,-11.156,34.192,6/28/17,,286
28,3,MB140527.CR.SPT.60cm.CN,,sample,5170,95600,95.6,-11.178,34.189,6/28/17,,286
28,4,MB140527.CR.SPT.60cm.CN,,sample,5170,95643,95.643,-11.193,34.196,6/28/17,,286
28,5,MB140527.CR.SPT.60cm.CN,,sample,5170,12771,12.771,-3.837,33.098,6/28/17,,286
28,6,MB140527.CR.SPT.60cm.CN,,sample,5170,61205,61.205,-4.007,32.261,6/28/17,,286
28,7,MB140527.CR.SPT.60cm.CN,,sample,5170,59322,59.322,-4.009,32.25,6/28/17,,286
28,8,MB140527.CR.SPT.60cm.CN,,sample,5170,57121,57.121,-3.971,32.237,6/28/17,,286
28,9,MB140527.CR.SPT.60cm.CN,,sample,5170,54918,54.918,-3.998,32.193,6/28/17,,286
28,10,MB140527.CR.SPT.60cm.CN,,sample,5170,52807,52.807,-4.025,32.19,6/28/17,,286
28,11,MB140527.CR.SPT.60cm.CN,,sample,5170,50776,50.776,-3.988,32.168,6/28/17,,286
28,12,MB140527.CR.SPT.60cm.CN,,sample,5170,48738,48.738,-3.947,32.202,6/28/17,,286
28,13,MB140527.CR.SPT.60cm.CN,,sample,5170,46780,46.78,-3.942,32.137,6/28/17,,286
28,14,MB140527.CR.SPT.60cm.CN,,sample,5170,44962,44.962,-3.961,32.122,6/28/17,,286
28,15,MB140527.CR.SPT.60cm.CN,,sample,5170,43113,43.113,-3.966,32.17,6/28/17,,286
29,1,HIS,,drift.std,5171,95363,95.363,-11.14,34.179,6/28/17,,90
29,2,HIS,,drift.std,5171,95629,95.629,-11.156,34.192,6/28/17,,90
29,3,HIS,,drift.std,5171,95785,95.785,-11.158,34.149,6/28/17,,90
29,4,HIS,,drift.std,5171,95872,95.872,-11.17,34.143,6/28/17,,90
29,5,HIS,,drift.std,5171,5990,5.99,-4.369,22.309,6/28/17,,90
29,6,HIS,,drift.std,5171,27071,27.071,-4.593,20.44,6/28/17,,90
29,7,HIS,,drift.std,5171,26209,26.209,-4.599,20.407,6/28/17,,90
29,8,HIS,,drift.std,5171,25322,25.322,-4.587,20.428,6/28/17,,90
29,9,HIS,,drift.std,5171,24324,24.324,-4.577,20.385,6/28/17,,90
29,10,HIS,,drift.std,5171,23386,23.386,-4.591,20.407,6/28/17,,90
29,11,HIS,,drift.std,5171,22472,22.472,-4.532,20.378,6/28/17,,90
29,12,HIS,,drift.std,5171,21600,21.6,-4.539,20.407,6/28/17,,90
29,13,HIS,,drift.std,5171,20738,20.738,-4.512,20.406,6/28/17,,90
29,14,HIS,,drift.std,5171,19918,19.918,-4.524,20.365,6/28/17,,90
29,15,HIS,,drift.std,5171,19134,19.134,-4.54,20.386,6/28/17,,90
30,1,CU YULE,,mon.std,5172,95441,95.441,-11.134,34.208,6/28/17,,93
30,2,CU YULE,,mon.std,5172,95891,95.891,-11.156,34.192,6/28/17,,93
30,3,CU YULE,,mon.std,5172,95720,95.72,-11.14,34.184,6/28/17,,93
30,4,CU YULE,,mon.std,5172,95974,95.974,-11.177,34.136,6/28/17,,93
30,5,CU YULE,,mon.std,5172,5722,5.722,-2.686,34.499,6/28/17,,93
30,6,CU YULE,,mon.std,5172,26428,26.428,-2.929,32.884,6/28/17,,93
30,7,CU YULE,,mon.std,5172,25554,25.554,-2.976,32.939,6/28/17,,93
30,8,CU YULE,,mon.std,5172,24647,24.647,-2.902,32.916,6/28/17,,93
30,9,CU YULE,,mon.std,5172,23680,23.68,-2.929,32.968,6/28/17,,93
30,10,CU YULE,,mon.std,5172,22746,22.746,-2.944,32.896,6/28/17,,93
30,11,CU YULE,,mon.std,5172,21857,21.857,-2.938,32.928,6/28/17,,93
30,12,CU YULE,,mon.std,5172,20977,20.977,-2.916,32.962,6/28/17,,93
30,13,CU YULE,,mon.std,5172,20155,20.155,-2.873,32.918,6/28/17,,93
30,14,CU YULE,,mon.std,5172,19362,19.362,-2.879,32.999,6/28/17,,93
30,15,CU YULE,,mon.std,5172,18617,18.617,-2.903,32.948,6/28/17,,93
31,1,MB140527.RRT.SPT.40.02.CN,,sample,5173,95588,95.588,-11.154,34.23,6/28/17,,2396
31,2,MB140527.RRT.SPT.40.02.CN,,sample,5173,96076,96.076,-11.156,34.192,6/28/17,,2396
31,3,MB140527.RRT.SPT.40.02.CN,,sample,5173,95860,95.86,-11.166,34.209,6/28/17,,2396
31,4,MB140527.RRT.SPT.40.02.CN,,sample,5173,95923,95.923,-11.155,34.196,6/28/17,,2396
31,5,MB140527.RRT.SPT.40.02.CN,,sample,5173,27123,27.123,-4.796,35.155,6/28/17,,2396
,,,,,,,,,,,,
31,7,MB140527.RRT.SPT.40.02.CN,,sample,5173,19711,19.711,-4.733,34.142,6/28/17,,2396
31,8,MB140527.RRT.SPT.40.02.CN,,sample,5173,18924,18.924,-4.69,34.231,6/28/17,,2396
31,9,MB140527.RRT.SPT.40.02.CN,,sample,5173,18151,18.151,-4.654,34.199,6/28/17,,2396
31,10,MB140527.RRT.SPT.40.02.CN,,sample,5173,17422,17.422,-4.636,34.317,6/28/17,,2396
31,11,MB140527.RRT.SPT.40.02.CN,,sample,5173,16733,16.733,-4.612,34.277,6/28/17,,2396
31,12,MB140527.RRT.SPT.40.02.CN,,sample,5173,16066,16.066,-4.582,34.268,6/28/17,,2396
31,13,MB140527.RRT.SPT.40.02.CN,,sample,5173,15418,15.418,-4.598,34.333,6/28/17,,2396
31,14,MB140527.RRT.SPT.40.02.CN,,sample,5173,14807,14.807,-4.521,34.203,6/28/17,,2396
31,15,MB140527.RRT.SPT.40.02.CN,,sample,5173,14237,14.237,-4.515,34.193,6/28/17,,2396
32,1,MB140527.RRT.SPT.100cm.CN,,sample,5174,95598,95.598,-11.124,34.201,6/28/17,,223
32,2,MB140527.RRT.SPT.100cm.CN,,sample,5174,95859,95.859,-11.156,34.192,6/28/17,,223
32,3,MB140527.RRT.SPT.100cm.CN,,sample,5174,95786,95.786,-11.164,34.181,6/28/17,,223
32,4,MB140527.RRT.SPT.100cm.CN,,sample,5174,95724,95.724,-11.185,34.166,6/28/17,,223
32,5,MB140527.RRT.SPT.100cm.CN,,sample,5174,7503,7.503,-2.603,35.951,6/28/17,,223
32,6,MB140527.RRT.SPT.100cm.CN,,sample,5174,34226,34.226,-2.828,33.963,6/28/17,,223
32,7,MB140527.RRT.SPT.100cm.CN,,sample,5174,33092,33.092,-2.758,33.999,6/28/17,,223
32,8,MB140527.RRT.SPT.100cm.CN,,sample,5174,31871,31.871,-2.805,33.941,6/28/17,,223
32,9,MB140527.RRT.SPT.100cm.CN,,sample,5174,30648,30.648,-2.866,33.863,6/28/17,,223
32,10,MB140527.RRT.SPT.100cm.CN,,sample,5174,29420,29.42,-2.857,33.915,6/28/17,,223
32,11,MB140527.RRT.SPT.100cm.CN,,sample,5174,28343,28.343,-2.862,33.921,6/28/17,,223
32,12,MB140527.RRT.SPT.100cm.CN,,sample,5174,27218,27.218,-2.852,33.862,6/28/17,,223
32,13,MB140527.RRT.SPT.100cm.CN,,sample,5174,26186,26.186,-2.853,33.874,6/28/17,,223
32,14,MB140527.RRT.SPT.100cm.CN,,sample,5174,25209,25.209,-2.866,33.845,6/28/17,,223
32,15,MB140527.RRT.SPT.100cm.CN,,sample,5174,24204,24.204,-2.865,33.864,6/28/17,,223
33,1,MB140527.RRT.SPT.50.03.CN,,sample,5175,95380,95.38,-11.156,34.187,6/28/17,,806
33,2,MB140527.RRT.SPT.50.03.CN,,sample,5175,96000,96,-11.156,34.192,6/28/17,,806
33,3,MB140527.RRT.SPT.50.03.CN,,sample,5175,95683,95.683,-11.177,34.176,6/28/17,,806
33,4,MB140527.RRT.SPT.50.03.CN,,sample,5175,95544,95.544,-11.191,34.173,6/28/17,,806
33,5,MB140527.RRT.SPT.50.03.CN,,sample,5175,9529,9.529,-1.258,37.254,6/28/17,,806
33,6,MB140527.RRT.SPT.50.03.CN,,sample,5175,45290,45.29,-1.581,34.156,6/28/17,,806
33,7,MB140527.RRT.SPT.50.03.CN,,sample,5175,43795,43.795,-1.568,34.176,6/28/17,,806
33,8,MB140527.RRT.SPT.50.03.CN,,sample,5175,42205,42.205,-1.593,34.254,6/28/17,,806
33,9,MB140527.RRT.SPT.50.03.CN,,sample,5175,40613,40.613,-1.64,34.126,6/28/17,,806
33,10,MB140527.RRT.SPT.50.03.CN,,sample,5175,39056,39.056,-1.62,34.086,6/28/17,,806
33,11,MB140527.RRT.SPT.50.03.CN,,sample,5175,37557,37.557,-1.633,34.051,6/28/17,,806
33,12,MB140527.RRT.SPT.50.03.CN,,sample,5175,36116,36.116,-1.628,34.048,6/28/17,,806
33,13,MB140527.RRT.SPT.50.03.CN,,sample,5175,34710,34.71,-1.609,34.059,6/28/17,,806
33,14,MB140527.RRT.SPT.50.03.CN,,sample,5175,33285,33.285,-1.602,34.071,6/28/17,,806
33,15,MB140527.RRT.SPT.50.03.CN,,sample,5175,31994,31.994,-1.605,34.04,6/28/17,,806
34,1,MB140527.CT2.SPT.65cm.CN,,sample,5176,95161,95.161,-11.108,34.24,6/28/17,,3942
34,2,MB140527.CT2.SPT.65cm.CN,,sample,5176,95734,95.734,-11.156,34.192,6/28/17,,3942
34,3,MB140527.CT2.SPT.65cm.CN,,sample,5176,95645,95.645,-11.155,34.191,6/28/17,,3942
34,4,MB140527.CT2.SPT.65cm.CN,,sample,5176,95864,95.864,-11.178,34.183,6/28/17,,3942
34,5,MB140527.CT2.SPT.65cm.CN,,sample,5176,22713,22.713,-1.665,33.654,6/28/17,,3942
,,,,,,,,,,,,
34,7,MB140527.CT2.SPT.65cm.CN,,sample,5176,16602,16.602,-1.699,33.164,6/28/17,,3942
34,8,MB140527.CT2.SPT.65cm.CN,,sample,5176,15971,15.971,-1.573,33.201,6/28/17,,3942
34,9,MB140527.CT2.SPT.65cm.CN,,sample,5176,15339,15.339,-1.572,33.301,6/28/17,,3942
34,10,MB140527.CT2.SPT.65cm.CN,,sample,5176,14736,14.736,-1.518,33.249,6/28/17,,3942
34,11,MB140527.CT2.SPT.65cm.CN,,sample,5176,14142,14.142,-1.532,33.257,6/28/17,,3942
34,12,MB140527.CT2.SPT.65cm.CN,,sample,5176,13576,13.576,-1.497,33.262,6/28/17,,3942
34,13,MB140527.CT2.SPT.65cm.CN,,sample,5176,13029,13.029,-1.414,33.234,6/28/17,,3942
34,14,MB140527.CT2.SPT.65cm.CN,,sample,5176,12512,12.512,-1.42,33.18,6/28/17,,3942
34,15,MB140527.CT2.SPT.65cm.CN,,sample,5176,12005,12.005,-1.387,33.18,6/28/17,,3942
35,1,MB140527.CR.SPT.45cm.CN,,sample,5177,95339,95.339,-11.116,34.219,6/28/17,,177
35,2,MB140527.CR.SPT.45cm.CN,,sample,5177,95535,95.535,-11.156,34.192,6/28/17,,177
35,3,MB140527.CR.SPT.45cm.CN,,sample,5177,95439,95.439,-11.183,34.191,6/28/17,,177
35,4,MB140527.CR.SPT.45cm.CN,,sample,5177,95499,95.499,-11.196,34.164,6/28/17,,177
35,5,MB140527.CR.SPT.45cm.CN,,sample,5177,5074,5.074,-2.85,35.267,6/28/17,,177
35,6,MB140527.CR.SPT.45cm.CN,,sample,5177,23617,23.617,-3.161,31.649,6/28/17,,177
35,7,MB140527.CR.SPT.45cm.CN,,sample,5177,22883,22.883,-3.162,31.636,6/28/17,,177
35,8,MB140527.CR.SPT.45cm.CN,,sample,5177,22070,22.07,-3.166,31.626,6/28/17,,177
35,9,MB140527.CR.SPT.45cm.CN,,sample,5177,21248,21.248,-3.182,31.599,6/28/17,,177
35,10,MB140527.CR.SPT.45cm.CN,,sample,5177,20416,20.416,-3.151,31.585,6/28/17,,177
35,11,MB140527.CR.SPT.45cm.CN,,sample,5177,19615,19.615,-3.146,31.562,6/28/17,,177
35,12,MB140527.CR.SPT.45cm.CN,,sample,5177,18868,18.868,-3.121,31.591,6/28/17,,177
35,13,MB140527.CR.SPT.45cm.CN,,sample,5177,18134,18.134,-3.115,31.565,6/28/17,,177
35,14,MB140527.CR.SPT.45cm.CN,,sample,5177,17421,17.421,-3.074,31.567,6/28/17,,177
35,15,MB140527.CR.SPT.45cm.CN,,sample,5177,16737,16.737,-3.111,31.69,6/28/17,,177
36,1,HIS,,drift.std,5178,95513,95.513,-11.146,34.219,6/28/17,,97
36,2,HIS,,drift.std,5178,95714,95.714,-11.156,34.192,6/28/17,,97
36,3,HIS,,drift.std,5178,95793,95.793,-11.165,34.214,6/28/17,,97
36,4,HIS,,drift.std,5178,95546,95.546,-11.172,34.154,6/28/17,,97
36,5,HIS,,drift.std,5178,6040,6.04,-4.351,23.437,6/28/17,,97
36,6,HIS,,drift.std,5178,28306,28.306,-4.657,20.385,6/28/17,,97
36,7,HIS,,drift.std,5178,27409,27.409,-4.703,20.321,6/28/17,,97
36,8,HIS,,drift.std,5178,26400,26.4,-4.656,20.297,6/28/17,,97
36,9,HIS,,drift.std,5178,25362,25.362,-4.658,20.402,6/28/17,,97
36,10,HIS,,drift.std,5178,24377,24.377,-4.653,20.357,6/28/17,,97
36,11,HIS,,drift.std,5178,23419,23.419,-4.653,20.403,6/28/17,,97
36,12,HIS,,drift.std,5178,22468,22.468,-4.631,20.432,6/28/17,,97
36,13,HIS,,drift.std,5178,21601,21.601,-4.66,20.524,6/28/17,,97
36,14,HIS,,drift.std,5178,20766,20.766,-4.643,20.419,6/28/17,,97
36,15,HIS,,drift.std,5178,19970,19.97,-4.677,20.384,6/28/17,,97
37,1,CU YULE,,mon.std,5179,95699,95.699,-11.141,34.213,6/28/17,,95
37,2,CU YULE,,mon.std,5179,95978,95.978,-11.156,34.192,6/28/17,,95
37,3,CU YULE,,mon.std,5179,95627,95.627,-11.155,34.221,6/28/17,,95
37,4,CU YULE,,mon.std,5179,95771,95.771,-11.19,34.18,6/28/17,,95
37,5,CU YULE,,mon.std,5179,6069,6.069,-2.658,34.197,6/28/17,,95
37,6,CU YULE,,mon.std,5179,28232,28.232,-2.932,32.934,6/28/17,,95
37,7,CU YULE,,mon.std,5179,27314,27.314,-2.944,32.975,6/28/17,,95
37,8,CU YULE,,mon.std,5179,26333,26.333,-2.924,32.908,6/28/17,,95
37,9,CU YULE,,mon.std,5179,25257,25.257,-2.901,32.988,6/28/17,,95
37,10,CU YULE,,mon.std,5179,24265,24.265,-2.878,32.965,6/28/17,,95
37,11,CU YULE,,mon.std,5179,23319,23.319,-2.956,32.959,6/28/17,,95
37,12,CU YULE,,mon.std,5179,22383,22.383,-2.927,32.892,6/28/17,,95
37,13,CU YULE,,mon.std,5179,21494,21.494,-2.89,32.974,6/28/17,,95
37,14,CU YULE,,mon.std,5179,20694,20.694,-2.907,32.955,6/28/17,,95
37,15,CU YULE,,mon.std,5179,19893,19.893,-2.86,32.923,6/28/17,,95
38,1,MB140527.CR.SPT.85cm.CN,,sample,5180,95418,95.418,-11.135,34.21,6/28/17,,163
38,2,MB140527.CR.SPT.85cm.CN,,sample,5180,95869,95.869,-11.156,34.192,6/28/17,,163
38,3,MB140527.CR.SPT.85cm.CN,,sample,5180,95952,95.952,-11.15,34.199,6/28/17,,163
38,4,MB140527.CR.SPT.85cm.CN,,sample,5180,95840,95.84,-11.158,34.198,6/28/17,,163
38,5,MB140527.CR.SPT.85cm.CN,,sample,5180,3193,3.193,-0.97,37.326,6/28/17,,163
38,6,MB140527.CR.SPT.85cm.CN,,sample,5180,14883,14.883,-1.437,32.036,6/28/17,,163
38,7,MB140527.CR.SPT.85cm.CN,,sample,5180,14402,14.402,-1.386,32.119,6/28/17,,163
38,8,MB140527.CR.SPT.85cm.CN,,sample,5180,13895,13.895,-1.54,31.95,6/28/17,,163
38,9,MB140527.CR.SPT.85cm.CN,,sample,5180,13366,13.366,-1.444,31.932,6/28/17,,163
38,10,MB140527.CR.SPT.85cm.CN,,sample,5180,12848,12.848,-1.433,32.015,6/28/17,,163
38,11,MB140527.CR.SPT.85cm.CN,,sample,5180,12347,12.347,-1.369,32.024,6/28/17,,163
38,12,MB140527.CR.SPT.85cm.CN,,sample,5180,11866,11.866,-1.434,32.006,6/28/17,,163
38,13,MB140527.CR.SPT.85cm.CN,,sample,5180,11403,11.403,-1.376,32.003,6/28/17,,163
38,14,MB140527.CR.SPT.85cm.CN,,sample,5180,10956,10.956,-1.425,32.047,6/28/17,,163
38,15,MB140527.CR.SPT.85cm.CN,,sample,5180,10526,10.526,-1.329,32.028,6/28/17,,163
39,1,MB140527.CR.SPT.35cm.CN,,sample,5181,95060,95.06,-11.129,34.224,6/28/17,,164
39,2,MB140527.CR.SPT.35cm.CN,,sample,5181,95850,95.85,-11.156,34.192,6/28/17,,164
39,3,MB140527.CR.SPT.35cm.CN,,sample,5181,95812,95.812,-11.178,34.189,6/28/17,,164
39,4,MB140527.CR.SPT.35cm.CN,,sample,5181,95991,95.991,-11.189,34.158,6/28/17,,164
39,5,MB140527.CR.SPT.35cm.CN,,sample,5181,5677,5.677,-3.19,32.675,6/28/17,,164
39,6,MB140527.CR.SPT.35cm.CN,,sample,5181,26326,26.326,-3.451,31.287,6/28/17,,164
39,7,MB140527.CR.SPT.35cm.CN,,sample,5181,25498,25.498,-3.426,31.349,6/28/17,,164
39,8,MB140527.CR.SPT.35cm.CN,,sample,5181,24541,24.541,-3.396,31.306,6/28/17,,164
39,9,MB140527.CR.SPT.35cm.CN,,sample,5181,23613,23.613,-3.423,31.335,6/28/17,,164
39,10,MB140527.CR.SPT.35cm.CN,,sample,5181,22712,22.712,-3.433,31.27,6/28/17,,164
39,11,MB140527.CR.SPT.35cm.CN,,sample,5181,21849,21.849,-3.394,31.225,6/28/17,,164
39,12,MB140527.CR.SPT.35cm.CN,,sample,5181,21051,21.051,-3.478,31.219,6/28/17,,164
